battery.raw,followers.raw,skywalker,left,test.1.raw,test.2.raw,test.3.raw,exam.raw,days
83,6200,1,0,95,100,95,92,TR
80,5700,1,0,76,65,71,64,TR
91,4000,1,0,81,91,62,71,TR
73,5800,1,0,39,73,57,54,Online
62,3900,1,0,75,68,49,67,Online
78,4200,1,0,83,87,87,70,TR
77,4700,1,0,77,43,60,49,TR
47,5100,1,1,62,75,83,68,MWF
98,6800,1,0,94,83,93,77,TR
74,8400,0,0,87,78,95,81,Online
74,4300,1,0,91,92,80,91,TR
87,1800,1,0,58,53,56,47,TR
58,3900,1,1,92,81,91,69,Online
76,3800,0,0,86,98,86,85,MWF
58,2000,1,0,44,19,0,0,TR
81,5500,1,0,60,59,39,52,TR
83,3800,0,0,92,100,96,92,MWF
40,1700,1,0,100,100,95,92,MWF
61,7400,1,0,75,79,88,79,TR
85,4300,1,0,82,85,75,59,TR
41,1100,0,0,69,68,74,61,TR
81,5000,0,0,79,88,0,0,MWF
72,4800,0,0,70,70,74,78,MWF
52,4900,1,0,83,87,69,74,TR
90,4400,0,0,96,95,95,85,Online
71,6100,1,0,0,0,0,0,TR
77,10400,1,1,78,88,80,80,Online
48,1100,0,0,0,0,0,0,MWF
66,1600,1,0,51,34,59,34,TR
67,2900,1,0,96,85,92,84,TR
71,7700,1,0,64,63,60,60,TR
79,7800,1,0,65,67,40,29,TR
77,4500,1,0,51,51,45,45,TR
97,2700,1,0,93,85,86,86,MWF
70,5300,1,0,48,33,23,28,TR
81,2600,1,0,82,0,0,0,TR
33,1300,1,0,79,88,78,79,MWF
60,5600,0,0,72,24,63,71,MWF
69,6600,1,0,60,75,66,75,Online
87,2200,1,0,90,100,86,80,TR
74,2800,1,0,94,71,76,71,TR
100,300,0,0,94,98,91,90,TR
75,2500,0,0,90,92,90,93,Online
85,300,0,0,77,42,89,60,MWF
79,2500,1,0,83,78,0,0,TR
58,6500,1,0,81,83,82,78,TR
49,1700,1,0,16,0,0,0,TR
56,4500,0,0,84,18,64,72,MWF
100,2500,0,0,94,98,86,94,TR
65,7100,1,0,87,72,64,69,TR
96,9700,1,0,89,76,91,94,Online
75,4700,1,0,75,52,43,39,TR
83,3500,1,0,57,31,0,0,TR
76,4500,1,0,64,30,36,0,TR
100,300,0,0,97,97,96,91,MWF
34,900,0,0,86,63,81,63,MWF
89,5300,0,0,68,79,69,54,MWF
94,4800,1,0,94,90,81,92,TR
91,3700,1,0,94,96,73,71,MWF
69,5400,1,0,67,42,70,44,TR
64,8900,1,0,52,55,42,0,TR
97,1900,0,0,84,84,75,84,TR
71,3200,0,0,97,96,90,86,MWF
67,3300,1,0,100,100,71,92,TR
80,6000,1,0,42,88,73,47,TR
100,6400,1,0,94,73,80,93,TR
90,1700,0,0,0,0,0,0,TR
43,300,0,0,89,71,72,70,MWF
84,5900,1,0,60,41,66,71,MWF
65,10400,1,0,65,75,93,75,TR
57,7600,1,0,58,56,73,56,TR
72,7100,1,0,44,68,75,60,TR
85,4200,1,0,43,55,72,63,TR
82,2300,0,1,81,87,80,69,Online
85,1800,1,0,92,90,100,60,TR
64,5000,0,0,87,0,0,0,MWF
87,3500,0,0,68,0,0,0,MWF
41,1400,1,0,81,89,67,77,TR
76,6500,1,0,82,97,97,82,TR
82,7000,1,0,38,53,19,27,TR
82,6400,0,0,57,70,64,61,Online
60,400,0,0,88,97,81,81,MWF
95,3100,1,0,90,93,88,87,TR
100,5100,1,0,100,100,95,89,TR
87,6500,1,0,99,82,95,99,TR
73,8800,1,0,47,36,68,61,TR
82,5600,1,0,89,95,92,79,TR
68,3700,0,0,65,32,55,23,TR
80,6500,1,0,82,87,70,77,TR
79,10100,1,0,89,95,93,93,TR
81,9500,1,0,97,100,95,65,TR
85,5000,1,0,72,75,68,69,TR
57,6300,0,0,84,21,0,0,MWF
52,5000,1,0,63,74,50,0,MWF
100,1300,1,0,77,53,92,72,TR
46,3500,0,0,100,78,86,77,MWF
77,2700,1,0,80,72,84,76,MWF
76,2600,0,0,80,55,88,69,MWF
100,1300,1,0,96,100,91,96,TR
71,4500,1,0,48,55,64,63,TR
65,6600,1,0,53,65,75,81,TR
71,5500,1,0,73,27,67,53,TR
90,1200,0,0,69,66,84,64,Online
98,1200,0,1,86,94,93,92,MWF
100,1100,0,0,100,100,99,100,Online
66,8900,1,0,29,30,29,21,TR
55,7000,1,0,86,69,92,87,TR
68,3900,1,0,53,34,28,28,TR
91,2800,1,0,65,85,64,54,TR
84,800,0,0,95,84,93,77,MWF
100,300,0,0,100,98,100,95,MWF
62,5300,1,0,49,56,59,60,TR
75,1400,1,0,69,14,52,67,TR
85,600,1,0,100,100,100,92,TR
63,1900,0,1,46,16,34,66,Online
70,2100,1,0,87,94,98,87,TR
98,1200,0,0,0,0,0,0,Online
99,5200,1,0,97,92,98,90,TR
44,1600,1,0,46,48,48,0,TR
100,300,0,0,81,100,91,87,TR
83,3200,0,1,90,91,81,81,Online
85,8000,1,0,91,90,90,84,TR
60,2100,0,0,84,84,86,80,MWF
94,1500,1,0,91,86,83,86,TR
63,5200,1,0,64,52,80,52,TR
73,1300,0,1,0,0,0,0,Online
96,6000,1,0,99,100,97,97,TR
89,900,0,0,100,75,79,65,MWF
99,1900,1,0,85,100,92,91,TR
61,6200,1,1,76,76,90,76,Online
83,5500,1,0,89,88,91,89,Online
72,5800,1,0,50,69,92,77,MWF
74,6000,0,0,84,61,46,47,TR
73,2400,0,0,10,88,76,70,MWF
71,4200,0,0,41,62,59,50,MWF
67,4300,1,0,85,83,84,77,TR
99,4800,0,0,91,84,86,86,TR
65,7300,1,0,89,48,86,92,MWF
85,5900,0,0,83,89,91,82,Online
84,3500,1,0,88,77,83,60,TR
83,7600,1,0,79,83,71,35,TR
76,4900,0,0,76,58,95,95,MWF
74,4600,0,0,77,74,65,70,TR
84,600,0,0,94,83,100,90,Online
80,6400,1,0,55,78,56,56,TR
54,7300,1,0,81,84,79,60,TR
97,3600,0,0,74,88,68,88,Online
84,8900,1,0,68,67,59,60,TR
71,4700,0,0,90,89,90,83,MWF
69,7900,1,0,73,82,80,68,TR
75,300,1,0,77,29,78,68,TR
65,9700,1,0,28,0,0,0,TR
71,5600,1,0,53,66,64,66,MWF
95,6000,1,0,66,57,78,60,TR
75,5300,1,0,82,61,79,80,TR
67,4600,1,0,98,88,84,95,MWF
80,4500,1,0,73,64,57,79,TR
78,6400,1,0,80,48,74,53,TR
74,2700,0,0,92,55,65,60,MWF
41,900,1,1,68,57,68,80,Online
89,2000,1,0,72,84,70,79,TR
97,1700,0,0,94,83,92,76,Online
90,1500,1,0,81,99,85,81,TR
93,300,1,0,100,100,100,97,TR
72,3900,1,0,71,75,81,86,TR
73,5900,0,0,73,79,61,64,MWF
97,8600,1,0,97,91,92,82,TR
80,7600,0,0,87,96,93,89,MWF
68,1900,1,0,50,30,35,37,TR
85,2500,1,0,83,46,81,66,TR
68,3900,1,0,32,50,46,35,TR
100,600,0,0,95,98,90,96,MWF
71,1500,0,0,60,52,0,0,MWF
92,900,0,0,96,97,82,68,MWF
66,4000,0,0,95,63,45,83,MWF
78,5200,1,0,93,100,70,94,TR
87,3000,0,0,82,82,100,96,MWF
89,900,0,0,88,65,88,65,MWF
58,5900,1,0,81,75,78,50,TR
81,6800,1,0,41,70,68,76,TR
54,6300,1,0,44,43,46,41,TR
84,3400,0,0,85,0,0,0,MWF
96,2600,1,0,97,100,89,97,TR
64,4000,1,0,56,0,0,0,TR
76,6800,1,0,82,86,86,80,TR
90,1200,0,0,100,100,100,94,MWF
78,4900,1,0,79,75,69,62,TR
92,500,0,0,92,96,94,92,MWF
71,4300,0,0,62,63,62,72,MWF
53,2100,1,0,98,93,0,58,MWF
91,5800,1,0,65,78,76,65,TR
79,6000,0,0,98,33,84,72,MWF
76,7600,1,0,76,56,36,34,TR
54,1800,1,0,80,52,72,60,MWF
85,300,0,0,81,91,73,73,MWF
85,4100,1,0,84,71,74,80,TR
78,3100,0,0,76,77,70,77,MWF
95,4100,0,0,73,100,88,78,MWF
42,2300,1,0,16,0,0,0,TR
99,3900,1,0,93,73,85,92,TR
67,7500,1,0,47,31,0,0,TR
74,2700,0,0,98,94,72,77,Online
82,11100,1,0,94,91,90,65,TR
35,300,1,0,92,55,90,67,TR
55,3700,1,0,42,67,43,42,TR
50,2000,1,1,45,57,0,0,Online
32,900,1,0,73,57,57,84,TR
87,5900,1,0,98,90,84,80,TR
86,3500,0,0,67,76,68,68,MWF
56,6100,1,0,76,0,0,0,TR
80,1200,0,0,88,78,96,90,MWF
80,5600,0,0,86,88,77,93,MWF
56,5600,1,0,63,70,72,54,MWF
72,3600,0,0,82,41,63,70,TR
57,1800,0,0,94,95,83,78,MWF
92,4300,1,0,87,85,87,87,TR
64,4300,0,0,86,68,60,0,MWF
73,5700,0,0,95,100,92,91,Online
100,600,1,0,76,92,91,76,MWF
69,6200,1,0,76,82,56,56,MWF
57,3700,1,0,76,73,77,66,MWF
86,2600,1,0,70,68,70,77,TR
62,2600,0,0,65,51,86,91,MWF
58,4900,1,0,93,94,81,71,MWF
74,2600,1,0,40,47,69,0,MWF
70,2300,0,0,72,87,72,60,TR
89,3500,0,0,87,94,96,94,MWF
77,5700,1,0,69,61,60,75,TR
67,7000,1,0,74,68,78,72,TR
92,2700,0,0,90,91,88,88,Online
96,1600,1,1,68,60,78,83,Online
60,5100,0,0,87,72,97,80,MWF
60,300,0,0,69,72,0,0,Online
90,10200,0,0,91,92,91,91,Online
99,1600,0,0,88,88,26,0,Online
78,3100,1,0,71,79,79,88,TR
80,4600,0,0,87,84,71,71,MWF
89,1300,1,0,86,90,45,38,TR
72,7800,1,0,44,50,54,61,MWF
41,1300,1,0,0,0,0,0,TR
66,4400,0,0,92,92,100,92,MWF
72,2600,0,1,93,91,87,81,Online
75,5800,1,0,65,85,62,70,TR
78,1500,1,0,100,89,92,92,TR
77,3500,1,0,90,85,89,92,TR
100,900,0,0,99,98,99,99,TR
54,6900,0,0,86,0,0,0,TR
25,300,1,0,72,82,82,62,TR
81,4300,1,0,71,88,82,68,TR
48,2200,1,0,87,45,69,72,TR
91,1900,1,0,88,97,99,99,TR
63,3400,0,0,39,0,0,0,TR
73,4300,1,0,69,75,60,65,TR
81,5100,0,0,80,78,92,81,Online
98,1000,1,0,92,74,87,78,TR
72,2900,1,0,83,61,66,78,TR
83,1600,0,0,60,39,31,0,Online
97,2600,1,0,67,73,76,48,TR
80,3700,0,0,99,91,85,91,TR
68,3600,1,1,0,0,0,0,MWF
73,5300,0,0,88,88,92,77,TR
92,7000,1,0,62,49,0,0,MWF
88,2400,1,0,93,84,20,0,TR
78,3700,0,1,95,93,91,75,MWF
55,4000,0,0,0,0,0,0,MWF
34,600,0,0,31,0,0,0,MWF
78,4500,0,0,88,85,79,85,MWF
92,300,1,0,31,39,35,32,MWF
68,5500,0,0,47,65,40,37,MWF
72,5600,0,0,27,0,0,0,MWF
63,1100,1,0,94,99,80,82,TR
97,5100,1,0,80,99,78,78,MWF
82,3800,1,0,97,97,97,97,TR
56,4500,0,0,91,0,0,0,MWF
41,1000,1,0,74,50,62,33,MWF
98,1400,1,0,93,83,89,73,TR
100,1000,1,0,80,100,85,88,TR
100,900,1,0,51,63,65,63,TR
71,1500,1,0,98,80,63,80,TR
100,600,1,0,45,67,89,65,TR
86,3100,1,0,43,58,78,52,TR
56,3700,1,0,0,0,0,0,TR
75,300,1,1,63,48,68,24,Online
61,4500,1,0,93,82,89,82,MWF
70,4700,0,0,53,0,0,0,MWF
63,6300,1,0,96,66,74,80,TR
53,3600,0,0,86,100,88,88,MWF
91,800,1,0,61,66,74,63,TR
29,1000,1,0,64,39,80,62,TR
59,5300,1,0,82,64,83,83,TR
82,4300,1,0,91,86,89,81,MWF
97,1300,1,0,75,73,63,63,TR
100,700,0,1,79,82,82,79,Online
77,5600,1,0,80,100,88,82,TR
52,1400,1,0,63,75,68,85,TR
95,2800,0,0,84,75,92,90,MWF
77,2800,1,0,72,78,78,52,TR
67,5700,1,0,54,71,81,72,TR
82,2100,0,0,98,98,94,86,MWF
74,4900,1,0,76,94,77,76,TR
96,4700,0,0,80,85,82,82,Online
99,3100,1,0,69,85,70,77,TR
93,1700,0,0,91,76,68,76,MWF
69,4600,1,0,71,56,51,62,TR
95,4600,1,0,73,82,71,71,Online
100,500,0,0,99,96,99,94,MWF
69,7800,1,0,62,79,65,64,TR
60,300,1,0,92,87,85,80,TR
95,2600,0,0,74,73,82,78,MWF
76,600,0,0,58,52,69,73,MWF
77,1800,0,0,90,82,85,90,Online
59,5000,0,0,87,88,75,71,MWF
30,3300,1,0,0,0,0,0,TR
92,6300,1,0,83,71,73,80,TR
74,1600,1,0,86,76,93,0,TR
89,4500,0,0,100,87,96,87,MWF
77,4700,0,0,97,97,84,93,MWF
85,300,0,0,88,0,0,0,MWF
65,4500,0,1,62,0,0,0,Online
79,2100,1,0,89,48,81,94,TR
66,6300,0,0,73,52,80,69,MWF
70,1600,1,0,58,60,0,0,TR
72,4800,1,0,63,67,49,49,TR
82,9600,1,0,100,97,98,91,TR
92,300,0,0,62,81,99,93,MWF
64,3700,1,0,85,84,90,85,TR
75,300,0,0,99,61,77,78,MWF
67,7500,1,0,63,48,54,65,TR
65,5400,1,0,100,95,92,86,TR
96,4200,1,0,80,75,90,89,TR
81,900,0,0,30,0,0,0,MWF
90,1500,0,0,90,91,81,90,MWF
53,500,1,0,84,92,60,72,MWF
95,5000,0,0,67,83,69,68,Online
100,11500,0,0,100,97,80,97,TR
71,8400,1,0,95,100,71,90,TR
81,2200,1,0,47,33,0,0,TR
84,3600,1,0,95,95,75,75,TR
86,6200,0,0,75,80,78,76,MWF
63,1900,0,0,100,95,63,65,MWF
69,2500,0,0,86,0,0,0,MWF
67,6500,1,0,83,64,40,69,TR
75,7800,1,0,80,84,97,90,TR
62,900,0,0,63,69,67,67,TR
84,2200,1,0,61,70,57,54,TR
79,7700,1,0,79,88,84,84,TR
60,3100,0,0,95,69,82,72,MWF
60,2800,0,0,91,71,78,61,MWF
94,5100,1,0,0,0,0,0,TR
88,6400,1,0,40,53,33,30,TR
84,3500,0,0,100,100,98,100,TR
82,8300,0,0,51,58,51,58,MWF
59,7600,1,0,99,94,94,89,TR
64,3100,1,0,60,0,22,0,TR
69,3600,1,0,25,4,57,34,TR
68,1200,1,0,99,97,89,89,TR
46,3400,0,0,25,35,0,49,MWF
68,7200,0,0,74,59,0,0,TR
67,5100,1,0,0,46,65,35,TR
77,1600,1,0,42,66,55,36,MWF
62,600,1,0,35,70,30,0,TR
95,2000,0,0,91,100,99,96,Online
48,1900,1,0,59,59,51,51,TR
68,5100,0,0,87,44,86,73,TR
54,1900,0,0,83,79,78,77,MWF
92,4500,0,0,83,83,88,83,MWF
66,4800,1,0,76,95,76,65,TR
98,1200,1,0,100,100,97,86,TR
55,3300,1,0,48,0,0,0,MWF
87,1300,1,0,35,0,0,0,TR
79,8200,1,0,70,67,60,67,TR
77,2600,1,0,87,88,83,69,TR
85,2500,0,0,0,0,0,0,Online
70,6500,0,0,64,42,64,73,MWF
89,3300,0,0,57,70,47,60,MWF
81,5700,0,0,100,94,95,96,Online
88,3400,1,0,75,91,87,82,TR
99,2300,0,0,93,97,94,94,TR
99,3400,1,0,85,95,88,93,TR
89,3500,1,1,47,75,70,47,Online
100,1300,1,0,96,87,86,80,TR
89,3900,1,0,79,99,96,73,MWF
95,3900,1,0,96,74,71,80,MWF
73,1400,1,0,52,42,0,0,MWF
50,4700,0,0,70,70,58,70,Online
100,4900,1,0,82,62,72,68,TR
81,5700,1,0,89,93,93,79,TR
70,7800,1,0,82,94,83,95,TR
55,5300,1,0,62,45,64,53,TR
50,4100,0,0,91,78,78,83,MWF
66,5100,1,0,41,56,62,54,TR
98,4200,1,1,86,90,72,93,Online
67,1000,1,0,0,0,0,0,TR
66,2200,1,0,64,65,57,57,MWF
85,1600,0,0,67,64,70,67,Online
95,5700,1,0,82,80,84,76,TR
89,5300,1,0,86,89,86,86,TR
92,3300,1,0,95,97,69,76,TR
77,4800,1,0,78,78,80,78,MWF
92,3000,1,0,80,96,94,94,TR
73,6000,1,0,80,71,63,61,TR
75,7200,1,0,86,95,88,86,TR
67,5300,1,0,49,0,0,0,MWF
72,6500,1,0,66,81,58,74,MWF
62,6500,0,0,76,80,69,71,Online
33,600,0,0,82,9,16,25,MWF
96,600,1,0,87,100,90,86,TR
80,3700,0,0,100,98,88,93,Online
99,2000,1,0,100,100,87,94,TR
53,1800,1,0,93,88,90,77,TR
100,700,0,0,74,68,65,67,TR
79,4800,1,1,82,92,73,78,TR
69,5500,1,0,83,75,68,71,TR
95,3700,0,0,99,95,100,89,MWF
96,4100,0,0,96,98,91,91,TR
82,5500,1,0,92,87,91,83,TR
74,5600,0,0,80,72,81,63,Online
65,2300,1,0,82,0,0,0,MWF
90,1800,1,0,95,89,83,81,TR
58,900,0,0,71,78,72,63,TR
83,1200,1,0,78,75,82,76,TR
100,900,0,0,98,98,81,89,TR
87,3800,1,0,83,71,78,86,TR
94,5000,1,0,91,83,78,78,TR
55,5600,1,0,79,35,83,83,TR
70,2900,0,0,56,46,52,41,MWF
64,2600,1,0,44,48,0,0,TR
76,7200,1,0,83,69,82,69,TR
70,5100,0,0,0,0,0,0,TR
79,3500,1,0,79,60,66,51,MWF
100,4600,1,0,100,100,98,99,TR
83,7700,1,0,91,94,74,69,TR
98,5000,1,0,100,100,98,98,TR
72,1700,1,0,97,95,94,100,TR
100,600,0,1,99,98,99,98,Online
68,2100,0,0,56,67,81,60,Online
86,4900,1,0,48,87,41,41,TR
90,3500,1,0,99,87,88,69,TR
85,2900,1,0,81,88,75,76,TR
49,4600,1,0,66,52,64,52,TR
90,1000,1,0,72,88,60,60,TR
91,5300,1,0,83,100,86,83,TR
34,1300,1,0,50,54,54,0,MWF
77,1900,0,0,60,0,0,0,Online
88,500,0,0,96,94,86,93,TR
95,1800,0,0,100,87,70,78,MWF
79,4300,0,0,92,77,86,67,Online
77,700,0,0,78,78,67,51,MWF
90,1400,1,0,65,68,36,52,TR
68,1900,0,0,96,95,92,87,MWF
96,1200,1,1,69,77,61,69,TR
53,5100,1,0,33,21,33,23,TR
92,1800,1,0,86,77,79,90,TR
79,7400,0,0,85,92,95,92,TR
56,2400,1,0,9,0,0,0,MWF
70,5000,1,0,58,46,35,35,TR
87,900,0,0,85,80,97,96,MWF
87,2500,1,0,54,62,53,81,TR
100,700,1,1,87,93,99,83,Online
81,4400,0,0,92,83,97,93,MWF
87,3800,0,0,87,77,60,62,MWF
89,1600,1,0,100,93,100,91,TR
72,2200,1,0,49,63,76,55,TR
85,4700,1,0,69,70,85,67,TR
86,6300,1,0,88,97,96,92,TR
68,300,1,0,68,67,60,87,TR
70,7000,0,0,96,63,93,64,MWF
55,5800,1,0,46,50,36,21,TR
73,6200,1,0,83,61,94,94,TR
90,3200,0,0,95,81,90,94,MWF
74,7300,1,0,99,88,90,85,TR
92,1500,1,0,82,100,91,73,TR
36,2700,0,0,0,0,0,0,MWF
70,7800,1,0,47,30,26,18,MWF
87,4100,0,0,91,98,69,62,TR
89,4800,0,0,97,100,97,100,MWF
91,1500,0,0,92,83,83,83,MWF
98,5600,1,0,99,87,87,89,TR
37,1200,0,0,98,91,94,94,Online
56,10200,1,0,53,53,70,53,MWF
81,10900,1,0,80,84,80,73,Online
87,2200,0,0,93,70,80,76,MWF
71,3100,1,0,83,90,78,93,TR
92,700,0,0,98,99,96,98,MWF
70,1900,0,0,72,66,76,71,Online
99,4400,0,0,100,100,100,91,MWF
83,2800,1,1,0,0,0,0,TR
77,6400,1,0,80,85,86,92,TR
80,6800,1,0,95,98,96,88,TR
92,8200,1,0,70,57,69,62,TR
78,2300,0,0,97,79,84,88,Online
69,6200,1,0,0,0,0,0,TR
99,2100,0,0,99,98,90,88,Online
68,7000,0,0,72,90,79,66,Online
39,1400,0,0,71,53,71,45,MWF
85,800,0,0,99,100,93,82,TR
89,3500,1,1,0,0,0,0,TR
50,300,0,0,80,59,81,83,MWF
75,4100,0,0,73,55,55,73,TR
62,2500,0,0,48,34,50,47,MWF
71,5000,1,0,91,76,85,81,TR
78,6100,1,0,86,87,85,84,TR
76,5100,0,0,98,99,85,91,MWF
70,6900,0,0,0,0,0,0,TR
96,1200,0,0,84,86,84,85,MWF
78,7700,1,0,90,85,64,87,Online
73,3400,0,0,91,98,82,92,Online
73,11500,1,0,95,90,94,96,TR
76,2600,1,0,90,100,94,85,TR
60,1600,0,0,76,82,74,63,MWF
31,1000,0,0,0,0,0,0,MWF
64,5900,1,0,29,18,0,0,MWF
50,4500,1,0,72,78,67,70,TR
98,900,0,0,86,85,85,85,MWF
60,6500,1,0,84,81,85,81,TR
66,9100,1,0,45,21,83,17,Online
97,5900,1,0,92,100,99,99,TR
67,1600,0,0,75,80,81,62,TR
76,5100,0,0,99,94,77,78,MWF
100,1300,1,0,95,99,95,94,Online
77,2800,0,0,93,60,64,56,MWF
64,8800,1,0,51,51,58,21,TR
90,1600,1,1,88,96,75,81,TR
58,4200,1,0,0,0,40,0,TR
91,3200,1,0,56,50,60,58,MWF
62,6600,1,0,69,82,57,63,TR
80,500,0,0,77,70,81,70,MWF
87,1500,1,0,97,89,95,79,TR
42,1300,1,0,36,72,43,43,TR
65,7300,1,0,67,43,14,52,MWF
68,7700,1,0,73,59,51,47,TR
86,1200,0,0,68,75,95,68,MWF
99,3700,1,0,69,85,85,86,TR
99,3900,1,0,98,98,100,97,TR
96,4400,1,0,93,99,100,91,TR
96,4200,1,0,82,46,61,81,TR
100,1000,0,0,79,70,68,68,MWF
88,3900,1,0,76,92,87,81,TR
80,8200,1,0,89,88,89,88,Online
95,3300,1,0,61,48,92,77,TR
82,2200,0,0,88,98,94,82,Online
88,3600,1,0,76,80,87,64,TR
69,8400,1,0,99,67,65,67,TR
82,6200,1,0,91,72,61,60,TR
73,6200,1,0,93,90,81,93,TR
79,2500,0,0,0,0,0,0,TR
95,900,0,0,77,76,81,81,MWF
80,600,0,0,80,85,86,86,MWF
74,7400,1,0,76,45,53,61,TR
78,14400,1,0,84,86,82,70,Online
81,3600,1,0,95,85,80,86,TR
96,5800,1,0,93,86,100,96,TR
71,1300,1,0,72,0,76,63,TR
67,3000,0,0,67,64,43,39,Online
66,1900,0,0,88,89,92,89,MWF
79,7200,1,0,94,100,95,94,TR
84,4600,1,1,79,78,87,60,Online
84,2800,0,0,68,75,93,77,MWF
80,9200,1,0,52,58,46,43,TR
68,2200,1,0,72,86,71,62,TR
88,5000,1,0,92,76,96,70,TR
68,7400,1,0,69,66,77,60,TR
96,4700,1,0,82,74,77,79,TR
97,4700,0,0,95,100,92,92,TR
73,2300,1,0,72,51,59,95,TR
66,2800,1,0,69,81,67,61,TR
66,4900,1,0,75,83,75,75,TR
99,1600,0,0,100,100,100,97,MWF
100,900,0,1,76,95,73,72,Online
57,5300,1,0,63,56,75,54,TR
74,4300,1,0,68,73,83,62,TR
71,600,0,0,76,78,82,53,MWF
96,1200,1,1,94,75,71,89,Online
91,1300,0,0,79,91,98,87,TR
70,7900,1,0,65,52,55,65,TR
82,900,1,0,64,50,50,37,TR
65,2600,0,0,82,58,79,79,MWF
63,3000,1,0,59,50,64,71,TR
89,1400,1,0,78,90,86,80,TR
68,400,1,0,93,0,0,0,TR
70,6300,1,0,35,35,0,0,TR
75,800,0,0,94,100,95,94,MWF
62,3000,0,1,95,100,88,93,MWF
85,400,1,0,78,60,73,73,Online
74,5100,1,0,0,0,0,0,TR
49,2700,0,0,90,91,85,85,MWF
69,3400,0,0,87,87,0,72,MWF
63,2800,1,0,56,52,67,0,MWF
61,9300,1,0,74,58,81,74,MWF
43,2900,1,0,76,87,78,85,MWF
85,5900,1,0,58,65,0,0,TR
67,7800,1,0,70,51,48,51,TR
52,1000,0,0,93,92,77,77,MWF
79,3500,1,0,74,75,72,72,TR
53,1300,1,0,90,91,81,81,TR
45,1000,0,0,0,56,0,0,MWF
75,2300,0,0,88,58,60,66,MWF
97,1600,0,0,82,93,88,85,MWF
59,4900,1,0,49,56,48,49,MWF
67,5600,1,0,61,76,81,60,MWF
88,2800,0,0,83,74,88,83,TR
82,5300,1,0,93,75,81,75,TR
69,4300,0,0,93,85,81,77,MWF
71,3500,1,0,68,76,0,46,TR
53,3100,1,0,0,0,62,74,TR
48,3800,1,0,49,0,0,0,TR
85,2500,0,0,90,92,84,81,MWF
75,300,0,0,89,63,81,60,MWF
53,2600,0,0,76,91,94,85,MWF
91,4000,0,0,90,93,82,66,Online
93,1200,0,0,77,90,98,89,Online
77,1400,1,0,75,59,66,81,TR
99,2700,0,0,98,99,100,93,Online
50,700,1,0,32,0,0,0,TR
100,600,0,0,100,100,88,94,MWF
68,5200,0,0,98,100,92,93,MWF
86,3600,1,0,62,0,0,0,TR
73,7600,1,0,66,54,38,42,TR
64,9700,1,0,0,0,0,0,TR
68,7900,1,0,67,66,66,66,TR
73,7100,0,0,95,98,100,95,MWF
57,5500,0,0,98,58,70,92,TR
93,600,0,0,77,80,77,76,Online
54,2800,0,0,76,46,0,0,MWF
53,5300,1,0,41,70,80,81,TR
92,1300,1,0,95,82,79,85,TR
67,4100,0,0,62,64,79,72,Online
57,2500,1,0,21,52,0,0,TR
79,2100,1,0,89,100,88,88,TR
61,2500,0,0,94,97,76,97,MWF
87,3900,1,0,78,81,73,81,TR
100,600,0,0,89,82,56,74,MWF
93,900,0,0,90,91,83,85,Online
87,5300,1,0,0,0,0,0,Online
25,1900,0,0,89,93,83,72,TR
77,3300,0,0,53,65,66,65,TR
71,6800,0,0,79,74,94,82,MWF
87,3100,1,0,92,90,92,88,Online
81,1500,0,0,63,98,74,74,MWF
48,5800,1,0,58,60,81,49,MWF
41,1200,1,0,89,0,24,0,TR
71,6000,1,0,98,85,93,93,TR
78,4800,1,0,95,33,84,60,MWF
56,1900,1,1,69,69,76,69,Online
78,9100,1,0,81,87,93,88,TR
77,2400,1,0,80,92,76,64,TR
79,4200,1,0,92,99,87,78,TR
60,10200,0,0,72,70,67,67,Online
85,4200,1,0,76,85,60,54,TR
62,7200,0,0,77,84,94,67,MWF
97,11100,0,0,100,100,100,95,TR
32,400,1,1,98,92,87,98,TR
93,3100,1,0,79,88,65,72,MWF
86,3600,0,0,36,31,43,37,MWF
67,6500,1,0,91,86,75,89,MWF
75,3700,1,0,71,100,84,87,TR
50,1300,0,0,87,95,89,76,MWF
92,5300,0,0,91,89,92,83,MWF
98,900,0,0,0,0,0,0,MWF
83,5900,0,0,96,100,99,84,TR
81,3600,0,0,93,87,90,91,MWF
93,1800,0,0,98,87,100,88,MWF
83,3400,1,1,0,0,0,0,Online
78,4500,1,1,85,69,80,86,MWF
75,1200,1,0,89,66,66,79,Online
80,600,0,0,69,73,65,90,MWF
71,1200,1,0,70,73,78,73,TR
64,7300,1,0,76,80,76,84,MWF
52,1300,0,0,55,0,0,0,MWF
78,7300,1,0,60,74,86,60,TR
91,2000,0,0,89,100,93,89,MWF
64,3900,0,0,90,87,99,92,MWF
100,400,1,0,100,98,95,84,TR
71,3200,1,0,96,94,90,86,TR
69,5300,1,0,68,52,50,49,TR
86,6000,0,0,88,87,100,79,MWF
95,6800,1,0,67,92,99,85,Online
85,2900,1,0,63,57,0,39,TR
96,600,0,0,82,95,87,87,TR
60,2000,0,0,92,98,73,76,MWF
68,5300,1,0,82,0,0,0,TR
50,2900,0,0,73,79,65,60,MWF
84,5500,1,0,100,91,93,87,TR
68,1300,0,1,92,84,90,85,Online
65,6100,1,0,68,31,30,37,Online
28,500,1,1,100,92,100,95,Online
31,500,0,1,84,79,74,67,MWF
76,2900,1,0,53,72,66,66,MWF
81,1300,1,1,68,53,79,68,Online
70,3000,1,1,47,18,0,0,TR
